Label_ID,Ten_Tieng_Anh,Ten_Tieng_Viet,File_Name,Contrast,Dissimilarity,Homogeneity,ASM,Max_Probability,Entropy,GLCM_Mean,GLCM_Variance,Correlation
Leaf 7,Salix alba 'Tristis',Cây Liễu rủ,1705.jpg,0.0704925206716417,0.1249687928854788,0.8460990275667751,0.5878849308785253,0.6695282650043952,0.3414417373419493,0.5947030040132114,0.5999405511021156,0.936489114149036
Leaf 0,Unknown,Không rõ,1027.jpg,0.1388609971667274,0.3662042138550504,0.5369724031728607,0.1502949001909197,0.2008383813073349,0.738295321314379,0.2105050340567312,0.4670269294174912,0.8197091988667072
Leaf 14,Sorbus intermedia,Cây Thanh lương trà Thụy Điển,2452.jpg,0.1309955972159653,0.2828560206548895,0.6512628771756053,0.2980867245057774,0.4329438101119807,0.6041544813618049,0.3327079372311941,0.6954275683708744,0.8908355153548322
Leaf 1,Ulmus carpinifolia,Cây Du,1141.jpg,0.1649545580508431,0.1840293867834106,0.8182135429591304,0.7015059203747579,0.7906055279026127,0.2921773325596122,0.7770005252466663,0.3676825049608698,0.7488764486290979
Leaf 12,Populus,Cây Dương / Bạch dương,2254.jpg,0.0350660384056888,0.066478832745015,0.90880296991629,0.798985581254102,0.8574846610251124,0.1923186483686798,0.8330435481438289,0.3316514882738016,0.9168811795127988
Leaf 2,Acer,Cây Phong,1214.jpg,0.1385005533064633,0.3410249993067776,0.5732268147602589,0.2802958890164612,0.4069692870303457,0.6115928866945202,0.393667866033331,0.4971176996352073,0.8297113493498767
Leaf 4,Quercus,Cây Sồi,1400.jpg,0.0889523955151651,0.240058488844794,0.6893323958899589,0.5809447476028655,0.7111315265504037,0.4539394978592384,0.6220856411747977,0.6276646089419017,0.9215978538609342
Leaf 11,Salix cinerea,Cây Liễu xám,2141.jpg,0.0823099300902989,0.1867398971313832,0.7625608305203546,0.5401435325124164,0.6755481526309052,0.4270252692716975,0.6622538510925768,0.4121396128297728,0.8754834618265547
Leaf 11,Salix cinerea,Cây Liễu xám,2113.jpg,0.1637058775349283,0.3514034007707257,0.5725280125390053,0.241722588041036,0.3836745231465214,0.637831072111556,0.3363551815784692,0.5884080472229224,0.8272053446993022
Leaf 11,Salix cinerea,Cây Liễu xám,2165.jpg,0.1387966321916802,0.264916721904491,0.6834249608536357,0.3152985856051455,0.4361212388750987,0.5828604955228968,0.3356354371285641,0.7096856328347333,0.8858209381932426
Leaf 5,Alnus incana,Cây Tống quán sủ xám,1525.jpg,0.1113642798265837,0.2992974057919345,0.6168528722294877,0.283695624475953,0.4334031974030339,0.6266738189112413,0.3781165337055905,0.617354334674298,0.8942033913321702
Leaf 3,Salix aurita,Cây Liễu tai chuột,1346.jpg,0.2209005943618283,0.3185919597163192,0.6544031118519956,0.4052007068724002,0.5551504001007039,0.5313636438314365,0.5214831585138004,0.5208059994515815,0.7375260901988029
Leaf 11,Salix cinerea,Cây Liễu xám,2124.jpg,0.1021214694098126,0.2373479784968213,0.7014137380286528,0.4619311229653482,0.6093581004449853,0.4993588655637487,0.5719137921049565,0.5112429482992553,0.8782459444605507
Leaf 11,Salix cinerea,Cây Liễu xám,2174.jpg,0.1512061993807713,0.2895609673051378,0.6546070751905548,0.3357815438035249,0.4672160161382644,0.5395875384514665,0.385815373214696,0.6540135426117241,0.8590833852364229
Leaf 8,Populus tremula,Cây Bạch dương rung,1809.jpg,0.1584536955710807,0.3863190538057954,0.5195575393228778,0.1290211578742862,0.1790844789622517,0.7028840735392233,0.137907888811734,0.557753997587526,0.8242424020842771
Leaf 3,Salix aurita,Cây Liễu tai chuột,1333.jpg,0.224389176009384,0.3436285158252251,0.6208237931324888,0.3290147097933144,0.4817537097863864,0.6129766899519034,0.4369010551254278,0.5796349939246015,0.7546223241952105
Leaf 1,Ulmus carpinifolia,Cây Du,1129.jpg,0.1682757907632762,0.2002211196515634,0.797409230570364,0.7419136583102811,0.8261506195478565,0.2758206874585324,0.8803040713488824,0.1360347306108109,0.6223584835176433
Leaf 8,Populus tremula,Cây Bạch dương rung,1859.jpg,0.1853582551407905,0.4721281050850368,0.4107592090987843,0.1606084936506234,0.2467005458641493,0.7058989903283284,0.2224980792163982,0.5290093232311692,0.7831865888797072
Leaf 10,Sorbus aucuparia,Cây Thanh lương trà,2002.jpg,0.0851677349823925,0.2533257237059236,0.6682379447392153,0.4427448444142354,0.5963612683356044,0.5433950428183761,0.5729893652716699,0.4716482747576533,0.8885272681215314
Leaf 14,Sorbus intermedia,Cây Thanh lương trà Thụy Điển,2418.jpg,0.1238639579807408,0.25692784929994,0.6843092830924569,0.3342611435720609,0.4705561445669639,0.5862616702184681,0.3763778252030084,0.6795328120902977,0.8948602583208444
Leaf 2,Acer,Cây Phong,1220.jpg,0.1517854841561957,0.3859980723172197,0.5158972984954214,0.2277453160579615,0.3463397351798827,0.699223534299347,0.3649023490859708,0.4533293674454648,0.798756068425284
Leaf 7,Salix alba 'Tristis',Cây Liễu rủ,1719.jpg,0.1286140931392207,0.2140589882701609,0.7505120861304592,0.4347107277041532,0.5343248429062909,0.4947967218381008,0.4068173545226227,0.7916375957978803,0.9136551442101372
Leaf 5,Alnus incana,Cây Tống quán sủ xám,1534.jpg,0.1204139953182133,0.3514390653805675,0.5467440909898569,0.2994039690600001,0.4681156495832437,0.6917471434916748,0.4607011440700675,0.4986314075641865,0.8523756615923191
Leaf 7,Salix alba 'Tristis',Cây Liễu rủ,1741.jpg,0.1015164386443693,0.1921609178273287,0.7654077329918889,0.5211842071095417,0.6550767064733457,0.4579495981142635,0.5322550642135152,0.7750390746308855,0.9376554171756712
Leaf 12,Populus,Cây Dương / Bạch dương,2274.jpg,0.0700934578263493,0.1687649337711431,0.7810527067486505,0.6913015957275795,0.7952281125188359,0.3432706828626301,0.7902955800291969,0.3352165863316377,0.868548238364463
Leaf 1,Ulmus carpinifolia,Cây Du,1159.jpg,0.1522231659865163,0.1851706542983464,0.8110898545208565,0.6687085485712658,0.7536248509728274,0.3117893042637545,0.8504629812348076,0.0914653936666789,0.6203682222867687
Leaf 2,Acer,Cây Phong,1259.jpg,0.1723307841912468,0.4389243533223709,0.4513668170119956,0.122122749993428,0.2313397833195567,0.7600271913513013,0.1873599934316691,0.5790363182077638,0.814504743367356
Leaf 3,Salix aurita,Cây Liễu tai chuột,1364.jpg,0.1770294273696889,0.3186632889360026,0.6285719465780237,0.2412355955563065,0.3721324174588088,0.6323375326908625,0.3386357201725528,0.5582382459643339,0.8026112374346285
Leaf 2,Acer,Cây Phong,1237.jpg,0.1704255809298511,0.4281179765403221,0.4659413467709299,0.125454372272466,0.2451501137568447,0.7777504659795534,0.198503901880773,0.5917790332292732,0.8204994772264603
Leaf 2,Acer,Cây Phong,1201.jpg,0.104078164651246,0.2703020779905947,0.6554983320402864,0.3401326601260999,0.4446199037595836,0.5706182838922138,0.4764061297073386,0.3877859865594612,0.8389250426876439
Leaf 10,Sorbus aucuparia,Cây Thanh lương trà,2069.jpg,0.0987229987273229,0.3107814101609767,0.5922898862140298,0.2705800237388214,0.4226171666318463,0.6525378725563902,0.3777849660376564,0.5780169629435161,0.8992243192368855
Leaf 8,Populus tremula,Cây Bạch dương rung,1868.jpg,0.2323446869252121,0.5486286931955826,0.3279109750484327,0.1298068904811841,0.2648080615864976,0.7737304351380204,0.155909587075671,0.7172575760204927,0.7895633884472607
Leaf 0,Unknown,Không rõ,1052.jpg,0.0680981435998876,0.206605084813236,0.7262039759645892,0.2461589368509082,0.1768258247812399,0.5806701384761814,0.210691035431426,0.4146339561811654,0.8948870440555066
Leaf 14,Sorbus intermedia,Cây Thanh lương trà Thụy Điển,2414.jpg,0.1543987021431101,0.3497628287180054,0.5682570171182193,0.2447266404885174,0.4045096509094982,0.702935229458508,0.3463507337142406,0.6094665629138581,0.8437446620886101
Leaf 0,Unknown,Không rõ,1016.jpg,0.1341237350032569,0.3820036360149442,0.5108549839882646,0.1516151018490083,0.2663202114195477,0.7867532945736658,0.2828353077641228,0.4644796167493588,0.8248525371774075
Leaf 6,Betula pubescens,Cây Bạch dương lông,1658.jpg,0.0919260573623436,0.1819251748027476,0.7750763145205138,0.5837808211795252,0.6818073044715054,0.3476291935273122,0.6077069262092623,0.5603632825369597,0.9028891989758988
Leaf 5,Alnus incana,Cây Tống quán sủ xám,1542.jpg,0.1436240053202166,0.409572379422614,0.4762375878300227,0.1012668869988103,0.1719926876566173,0.7986299005525868,0.158513606321398,0.5267297154639992,0.8325249827913026
Leaf 13,Tilia,Cây Đoạn,2327.jpg,0.1652120179510317,0.3782231873717189,0.5349429021623482,0.4027624858671151,0.5443356576238257,0.6080398197446448,0.6009219195410489,0.3231735393904904,0.7292552691087757
Leaf 9,Ulmus glabra,Cây Du núi,1937.jpg,0.636955793066624,0.6803737619509931,0.383627719473984,0.3247210879180076,0.4339582903797231,0.6998129105784205,0.4146455862923847,0.6504805951288304,0.3256097684236964
Leaf 6,Betula pubescens,Cây Bạch dương lông,1630.jpg,0.0342550397200947,0.085309746741457,0.881197567318335,0.6906445512500154,0.7675308870957515,0.2387295528813288,0.7152561558642943,0.456797277480549,0.9490890818499536
Leaf 7,Salix alba 'Tristis',Cây Liễu rủ,1746.jpg,0.0980278569968136,0.1265380357185157,0.858310682917211,0.6029009200837122,0.6907557860784801,0.3388314793339345,0.6043912495299208,0.6193367560511576,0.909620649770998
Leaf 14,Sorbus intermedia,Cây Thanh lương trà Thụy Điển,2404.jpg,0.1103473132208387,0.2472984046426685,0.690187663848401,0.3802314158721772,0.5181505820337914,0.5563288509416263,0.4265092391913942,0.669538310600885,0.9072085629203356
Leaf 12,Populus,Cây Dương / Bạch dương,2235.jpg,0.076092273500744,0.1192981199206411,0.8572233934001582,0.6540602764710519,0.7390967278932691,0.3145965464001251,0.6902834495574486,0.4921687581442842,0.9051507280615992
Leaf 3,Salix aurita,Cây Liễu tai chuột,1315.jpg,0.2171030608340463,0.2859588417111214,0.6975382898323621,0.3843605798824809,0.5204570890576213,0.566204836443097,0.4423436170893228,0.6553838023525741,0.7874320871684253
Leaf 1,Ulmus carpinifolia,Cây Du,1157.jpg,0.1565356193146755,0.212097434728865,0.7743936772132698,0.6622640197001374,0.7680764095038772,0.3432839651659441,0.8915692850423522,0.0108096311560343,0.5498012702083275
Leaf 0,Unknown,Không rõ,1020.jpg,0.088321618759703,0.2654516910521173,0.652457018470363,0.2245268412984312,0.3134074087525041,0.6671820604560499,0.3207148920715266,0.4713740251285689,0.8844983270168177
Leaf 8,Populus tremula,Cây Bạch dương rung,1850.jpg,0.1816250865880557,0.4648525246773205,0.4193172254923442,0.1877778085002359,0.3472489391934255,0.7489121583080648,0.2751688163201816,0.6443054620261961,0.8230927730694474
Leaf 3,Salix aurita,Cây Liễu tai chuột,1311.jpg,0.0966890655158329,0.1690859152597189,0.7972147578934078,0.5780613477634924,0.6983356763808585,0.4038069422295651,0.7190247054559362,0.3020477977170603,0.8190055903388036
Leaf 3,Salix aurita,Cây Liễu tai chuột,1310.jpg,0.2355758086725791,0.287706407593367,0.706640017100383,0.332027759996102,0.4385521632902555,0.5553072514126319,0.3392665074432577,0.7109428597432845,0.7843196639890612
Leaf 4,Quercus,Cây Sồi,1439.jpg,0.0549419427002496,0.1685509461120928,0.7725402876634854,0.6251423700942125,0.7460928135132671,0.3767084046174208,0.7368242283125961,0.3630511481396704,0.8980488807175795
Leaf 9,Ulmus glabra,Cây Du núi,1900.jpg,0.9999999983225843,0.9811334167464392,0.1545993709853209,0.244929034656985,0.3750514408707097,0.8595837239254376,0.3200436697193671,0.782060944684023,0.0371565810747043
Leaf 0,Unknown,Không rõ,1015.jpg,0.0712134083921698,0.2359213941031514,0.684812436162023,0.2115556892262086,0.2553810515513426,0.6667168568619717,0.284299057712807,0.4343913619802685,0.8962339677878941
Leaf 2,Acer,Cây Phong,1203.jpg,0.1756777628936988,0.4203074269849795,0.4810318357807174,0.179208031404983,0.3231215358445672,0.7289244732355346,0.2851562814396618,0.5776469564502658,0.8102169978342784
Leaf 4,Quercus,Cây Sồi,1457.jpg,0.1062665738028492,0.2768643662014761,0.6463464908380238,0.4252516492732919,0.5696689526116988,0.5425304504458531,0.5014839672259678,0.6080645021182363,0.8977503942061232
Leaf 2,Acer,Cây Phong,1227.jpg,0.1011045028040675,0.3118870130660708,0.592538872127695,0.2685391537545384,0.3931398154559306,0.6683877965779024,0.4592212200888004,0.3425404859462535,0.8274996017598472
Leaf 1,Ulmus carpinifolia,Cây Du,1160.jpg,0.0822584381102612,0.120582045874944,0.8615813226330279,0.6329320833908743,0.715132024209992,0.3001738665211731,0.8137155792081548,0.1088594939994269,0.7560177171682345
Leaf 3,Salix aurita,Cây Liễu tai chuột,1358.jpg,0.2056203492856342,0.2577124707164583,0.7314330690688009,0.4496200099870361,0.573803438231178,0.4759020279071047,0.5022764948224936,0.6091409440216691,0.7858180329176865
Leaf 5,Alnus incana,Cây Tống quán sủ xám,1557.jpg,0.0975773021714836,0.3042191219500954,0.6012869156578053,0.2851033852653444,0.4442945044284209,0.6792251119946362,0.4301483965223791,0.5191539540051988,0.8858463257667284
Leaf 10,Sorbus aucuparia,Cây Thanh lương trà,2024.jpg,0.1966478717640611,0.5445629276736235,0.3115326264861732,0.1609368084375976,0.3130820094213414,0.7342713039048429,0.2476972219793936,0.6234366158581854,0.8003233770292183
Leaf 0,Unknown,Không rõ,1033.jpg,0.0810612495743842,0.2359927233228348,0.6912239933200957,0.2534421150752028,0.310909490357402,0.6244222195491256,0.3489385789273848,0.4053707814480897,0.875139511113827
Leaf 3,Salix aurita,Cây Liễu tai chuột,1368.jpg,0.138461934321435,0.1773244401331623,0.810571157940649,0.6780558588866579,0.7829586436202891,0.3181503394529168,0.7649023488752145,0.3547502844351913,0.7800944646093659
Leaf 13,Tilia,Cây Đoạn,2350.jpg,0.1838907337097154,0.2920218253842183,0.6746809998744873,0.4297226685708291,0.5209260469172381,0.4969042873222873,0.6161012491193998,0.2482713892631172,0.6645043675509605
Leaf 1,Ulmus carpinifolia,Cây Du,1113.jpg,0.1309955972159653,0.1474731616956207,0.8523712367489639,0.7055009950025976,0.7796472268972805,0.2614053900100065,0.8504225461533531,0.1287474423464752,0.6820009854396524
Leaf 14,Sorbus intermedia,Cây Thanh lương trà Thụy Điển,2463.jpg,0.1450915267512918,0.3083205520818964,0.6224008375193136,0.3479130630392854,0.4887785071120756,0.5826843747225755,0.3882819131834739,0.6890023992029136,0.8743267522907106
Leaf 11,Salix cinerea,Cây Liễu xám,2156.jpg,0.1278545864336643,0.2673419153737298,0.6732591086290841,0.4038587754261093,0.5540497847158888,0.5331660956927053,0.5029477171746526,0.5600026966392573,0.860739290678507
Leaf 2,Acer,Cây Phong,1272.jpg,0.1490049172341586,0.3894218748620273,0.5095283115730284,0.1354629617148875,0.1516648000275118,0.7682053604257979,0.1700376045361827,0.4560212214230268,0.8032161764350285
Leaf 11,Salix cinerea,Cây Liễu xám,2120.jpg,0.117234365550884,0.2056778049573506,0.7562440416966116,0.3579448277060646,0.4672542984125187,0.520216435443404,0.3701265616100058,0.6950900088054024,0.9053885813902178
Leaf 7,Salix alba 'Tristis',Cây Liễu rủ,1770.jpg,0.1278803324236831,0.2985841135950995,0.6291167375621592,0.4214971879386349,0.5625388790318102,0.5582125908567741,0.4977477656994901,0.609340640845498,0.8736491416312392
Leaf 9,Ulmus glabra,Cây Du núi,1936.jpg,0.5959810499516064,0.7872962622565484,0.2063658706460946,0.2836285848703907,0.4756668281799311,0.8510563913491338,0.5437467143631356,0.4355031545883864,0.2189259607877795
Leaf 5,Alnus incana,Cây Tống quán sủ xám,1502.jpg,0.102971087080435,0.3182353136179017,0.584247589239012,0.2201741649897512,0.3708882435455396,0.7132128430468371,0.307913145282752,0.6441873947461637,0.9096773538564308
Leaf 14,Sorbus intermedia,Cây Thanh lương trà Thụy Điển,2420.jpg,0.1367498259851808,0.2839972881698254,0.6527107416123832,0.2906665697797689,0.432072888372692,0.6061885472174932,0.3546803604940496,0.6443308869332958,0.8725139465738619
Leaf 6,Betula pubescens,Cây Bạch dương lông,1622.jpg,0.0589840631332108,0.0813153104391813,0.9023512170785056,0.5122582602622107,0.5624336027776103,0.3264292705354373,0.4527273460070652,0.7030903556332314,0.968701945956185
Leaf 2,Acer,Cây Phong,1232.jpg,0.1524677528916955,0.3853561093400681,0.5176884061861239,0.1740907789114147,0.2197976776318444,0.7280119179223982,0.2351866077770977,0.4564937766490342,0.7989824590138187
Leaf 5,Alnus incana,Cây Tống quán sủ xám,1524.jpg,0.1199119485128456,0.3430935466775989,0.5586446903113897,0.2961080928922914,0.4349344883732111,0.636739516192392,0.4346043424987619,0.484155465452463,0.848728586888716
Leaf 8,Populus tremula,Cây Bạch dương rung,1835.jpg,0.140791946418142,0.3272584599078635,0.5942666640875821,0.2736371139914523,0.3846698622771366,0.5899984919062324,0.2721361852110281,0.7253889250487738,0.8872793842968912
Leaf 5,Alnus incana,Cây Tống quán sủ xám,1518.jpg,0.1123555004423099,0.3065729861996509,0.6070723106168844,0.2859549329101969,0.398346204754534,0.6244219621836232,0.4063240465288668,0.4637855855075765,0.8520951064184326
Leaf 8,Populus tremula,Cây Bạch dương rung,1800.jpg,0.2824335105069064,0.6408217096364967,0.2245056687165874,0.0749471907750751,0.1650253137423101,0.8395162662763475,0.1366786623354906,0.5337079908419297,0.6688329278478856
Leaf 8,Populus tremula,Cây Bạch dương rung,1801.jpg,0.1197574725727324,0.2859588417111213,0.6422814130650564,0.2242726530566027,0.2343066595742755,0.6199976315129142,0.2356071326242334,0.4736027860028217,0.8457518370917058
Leaf 4,Quercus,Cây Sồi,1423.jpg,0.086648129408477,0.2410570979203628,0.6865903530754704,0.5520363305960655,0.6887459666801221,0.4538324853431588,0.6582022559307469,0.4585436784745321,0.8830897258727504
Leaf 5,Alnus incana,Cây Tống quán sủ xám,1500.jpg,0.0804175998239126,0.2469774231540927,0.6738726850332419,0.3359723089401619,0.4875726154730608,0.6100554457152422,0.4268569808919107,0.6253497072103342,0.9306238778113016
Leaf 11,Salix cinerea,Cây Liễu xám,2122.jpg,0.1347673847537285,0.2571775015688321,0.6918784157600572,0.3974772046976116,0.5380669352146618,0.5165055454697001,0.4750636850030192,0.5964973153169812,0.8625220873913866
Leaf 4,Quercus,Cây Sồi,1418.jpg,0.1137586568983378,0.2991904119624093,0.6182415013257592,0.4253770723664477,0.5823403853899172,0.5523081401134426,0.5466984753093792,0.5216529893401735,0.866992631368328
Leaf 1,Ulmus carpinifolia,Cây Du,1130.jpg,0.136788444970209,0.1734726622702537,0.8157319634389418,0.8030635189911032,0.8777551252428364,0.2313174639348046,0.9184586142101832,0.1235518350958878,0.6687866631481789
